comment_id,text,author,timestamp,likes,video_id
comment_-5780935851954233935,"At 1:14:05, she has explicitly mentioned to not make unnecessary changes unless u have something useful to contribute. Even after this if people are not listening then the blame is on the contributors and not @ApnaCollegeOfficial",@c19souravchowdhury21,Unknown time,68,Ez8F0nW6S-w
comment_-2531242964926606366,1:13:00,@nikhilsawant4541,Unknown time,22,Ez8F0nW6S-w
comment_7995673402574666486,Thanks Mam for this oneshot learned everything .,@gearvize,Unknown time,2,Ez8F0nW6S-w
comment_4956533262877180792,Please do one shot of R and statistics using R,@AmanSingh-to3so,Unknown time,13,Ez8F0nW6S-w
comment_-1572065171625519292,Please mam give an offer on delta 2.O course,@Dollygour346,Unknown time,7,Ez8F0nW6S-w
comment_-6856610990682404749,your way of speaking is awesome,@dksingh9771,Unknown time,1,Ez8F0nW6S-w
comment_1629791153808395340,Iss video ne to bawal macha dala. But galti to bewakuufo ki hai jo bina proper dekhe sune hagne aa gaye git hub pe.,@adviththegreat5610,Unknown time,5,Ez8F0nW6S-w
comment_-5181497255294720541,YOU GUYS BETTER TAKE THIS VIDEO DOWN RN !!!,@sahadpop4135,Unknown time,9,Ez8F0nW6S-w
comment_4084397174612646533,Thanks Shradha Mam I am watch Your video you step by step guaide thanks,@prajvaljadhav07,Unknown time,1,Ez8F0nW6S-w
comment_-8694876320151074753,Can you give an offer on delta 2.O course,@truedevice,Unknown time,22,Ez8F0nW6S-w
comment_4880965693343292708,"If you are having an error with ""ls -a"" then use either ""ls -la"" OR ""ls -force""",@TSSsniper,Unknown time,13,Ez8F0nW6S-w
comment_-424749953655683679,"Thanks for video, very helpful, keep making new tutorials!",@syedmajid3202,Unknown time,1,Ez8F0nW6S-w
comment_1978685804589856997,"0:00- Introduction
1:07- Git Introduction
5:00- GitHub Introduction
7:25- Setting Up GitHub
- Setting Up Git
- Configuring Git
- Working with VS Code
- Clone and Status
- Add and Commit
- Push Command
- Init Command
- Work Flow
- Git Branches
- Branch Commands
- Merging Code
- Pull Request
- Pull Command
- Resolving Merge Conflicts
- Undoing Changes
- Fork",@mrinmoykarmakar8677,Unknown time,7,Ez8F0nW6S-w
comment_799815912836762975,"Thanks a ton mam for uploading such a knowledge heavy video ,which cleared all my confusion .You explained so well .",@shwetasonth8407,Unknown time,4,Ez8F0nW6S-w
comment_-1176450522820596941,please provide the notes which you have shown in this video... it really helps in revising efficiently.,@TricksWala,Unknown time,2,Ez8F0nW6S-w
comment_2944950457185694999,"Hi , mam. I am from Bangladesh . I really enjoying your videos and it helps to know about skills which we need to build  a skilled carrier, it really amazing and also keep me  in your prayers. Thank you for your informations️.",@MrFr08,Unknown time,4,Ez8F0nW6S-w
comment_5212127695993026924,we want JavaScript long video. 10-12 hours courses,@animalviral2558,Unknown time,21,Ez8F0nW6S-w
comment_2037975959075861823,"Dear Shradha mam, thanks for the most informative video on Git and Github, solved all my doubts..  Keep educating ..",@ShrinivasNaik,Unknown time,1,Ez8F0nW6S-w
comment_-7653349454242732417,Trim this video mam :),@AbhishekSharma-ti4sn,Unknown time,7,Ez8F0nW6S-w
comment_8097627976996551907,"Please take down this video and upload a new one with your own GitHub repo to let people test. You cannot ""hand-wave"" a problem you created by just putting up a notice in your comment section. Please know that this does not reflect well on all Indian programmers.",@zaw_w_lwin,Unknown time,16,Ez8F0nW6S-w
comment_-1462874788817966884,"very nicely explained, I mostly used these commands but still din't have much exposure at deeper level but after watching our videos now my concepts is clear Thanks",@Deepaklam41,Unknown time,0,Ez8F0nW6S-w
comment_-621642504794077839,"left at 35:00 , continuing tomorrow on 28 november",@Originals-yours,Unknown time,3,Ez8F0nW6S-w
comment_-8384185058269219763,completed this on 14/10/2024 .,@im_ap22,Unknown time,18,Ez8F0nW6S-w
comment_7500095028211181262,Thank you so much for this amazing explanation.,@arindamdeka8095,Unknown time,1,Ez8F0nW6S-w
comment_-5502404144261986174,"1:07 Git Introduction
5:00 GitHub Introduction
7:25 Setting Up GitHub
16:26 Setting Up Git
 Configuring Git
 Working with VS Code
 Clone and Status
 Add and Commit
 Push Command
 Init Command
 Work Flow
 Git Branches
 Branch Commands
 Merging Code
 Pull Request
 Pull Command
 Resolving Merge Conflicts
 Undoing Changes
 Fork",@juggernaut9364,Unknown time,5,Ez8F0nW6S-w
comment_-8559324319231205114,Thank you Apna college - it was really easy to understand how Git works with VS Code and how to use GitHub,@JahangirAlam-md9bt,Unknown time,0,Ez8F0nW6S-w
comment_5178068329974247169,We want delta 2.O offer,@ALKING-h5w,Unknown time,5,Ez8F0nW6S-w
comment_1419737774122589110,Please mam give an offer on delta 2.O course I don't buy before because of some reason,@ALKING-h5w,Unknown time,4,Ez8F0nW6S-w
comment_7263440297042387176,"Thank you, dear. You explained it very clearly and in a well-organized manner.",@smitavharavadekar9724,Unknown time,0,Ez8F0nW6S-w
comment_-3456023763088765540,"Take the Video down.
The damage is already done.",@vishal-shinde,Unknown time,8,Ez8F0nW6S-w
comment_6013332021990847568,"just completed it , now everything is clear ... Thank you",@chetanraut6630,Unknown time,1,Ez8F0nW6S-w
comment_8257683127314356129,"21:18  '~' is not root directory, it is home directory.
'/' is root directory",@hammadansari2733,Unknown time,3,Ez8F0nW6S-w
comment_-7847768071230784740,Pls trim that part please.,@abh1nn,Unknown time,4,Ez8F0nW6S-w
comment_-3807842318865950659,"Hello mam.

I am unable to access git in vs code! (git: The term 'git' is not recognized as the name of a cmdlet, function, script file, or executable program.
Check the spelling of the name, or if a path was included, verify that the path is correct and try again.) This is the error that I am facing in vs code! please give me the solution about this?",@itsbhaveshsuthar,Unknown time,7,Ez8F0nW6S-w
comment_4455597347745685228,"Thank you mam... for the video..
Mam can you please please provide a full course video ruby on rails.....it will be very helpful for me",@sweetpie805,Unknown time,5,Ez8F0nW6S-w
